Double D Sugarfree Fruit Drops 70g,2017-06-08 14:06:13,$2.39
Double D Sugarfree Gummy Bears 90g,2017-06-08 14:06:13,$2.39
Chupa Chups 12g,2017-06-08 14:06:13,$0.39
Cavendish & Harvey Wild Berry Tin 175g,2017-06-08 14:06:13,$3.69
Cavendish & Harvey Strawberry Filled Tin 175g,2017-06-08 14:06:13,$3.69
Piranha Vege Crackers Balsamic Vinegar & Sea Salt 100g,2017-06-08 14:06:13,$2.99
Extra Bottle Peppermint Gum 64g,2017-06-08 14:06:13,$3.99
Extra Bottle White Peppermint 64g,2017-06-08 14:06:13,$3.99
Cavendish & Harvey Mixed Fruit Tin 175g,2017-06-08 14:06:13,$3.69
Jols Sugar free Pastilles Blackcurrant 25g,2017-06-08 14:06:13,$1.99
Double D Sugarfree Butter Candy 70g,2017-06-08 14:06:13,$2.39
Darrell Lea Liquorice Allsorts 230g,2017-06-08 14:06:13,$3.99
Atkins Endulge Single Caramel Nut Chew 34g,2017-06-08 14:06:13,$2.99
Glucojel Jelly Beans 70g,2017-06-08 14:06:13,$1.39
Starburst Fruit Chews 170g,2017-06-08 14:06:13,$2.69
Carmans Cranberry & Blueberry Oat Slice 70g,2017-06-08 14:06:13,$2.49
Life Savers Blackcurrant Pastilles 34g,2017-06-08 14:06:13,$0.99
Double D Sugarfree Cola Bottles 90g,2017-06-08 14:06:13,$2.39
Jelly Belly Flip Top Box Assorted 50g,2017-06-08 14:06:13,$1.99
Extra Strawberry Envelope 3pk,2017-06-08 14:06:13,$4.49
Jelly Belly Flip Top Box Sours 50g,2017-06-08 14:06:13,$1.99
Extra White Peppermint Gum 10 piece,2017-06-08 14:06:13,$1.39
Europe Seasame Health Bar,2017-06-08 14:06:13,$1.99
Glucojel Jelly Beans 150g,2017-06-08 14:06:13,$2.09
Extra Bottle Bubblemint Gum 64g,2017-06-08 14:06:13,$3.99
Jols Sugar Free Pastilles Forest Berries 25g,2017-06-08 14:06:13,$1.99
Sweet Shack Jelly Babies 100g,2017-06-08 14:06:13,$1.99
Starburst Babies 180g,2017-06-08 14:06:13,$2.69
Piranha Vege Crackers Sweet Chilli Lime 100g,2017-06-08 14:06:13,$2.99
Starburst Sweet and Sours Fruit Chews 170g,2017-06-08 14:06:13,$2.69
Chomp 30g,2017-06-08 14:06:13,$0.99
Double D Sugarfree Fruit Chews 70g,2017-06-08 14:06:13,$2.39
Piranha Vege Crackers French Onion 100g,2017-06-08 14:06:13,$2.99
Starburst Party Mix 180g,2017-06-08 14:06:13,$2.69
Extra Spearmint Envelope 3pk,2017-06-08 14:06:13,$4.49
Go Natural Sesame Crisp 40g,2017-06-08 14:06:13,$0.99
Extra Bubblemint 10 piece Gum,2017-06-08 14:06:13,$0.99
Carmans Belgian Chocolate Brownie Oat Slice 70g,2017-06-08 14:06:13,$2.49
The Natural Confectionery Co. Squirms 180g,2017-06-08 14:06:13,$2.99
Grans Caramel Fudge 40g,2017-06-08 14:06:13,$1.49
Cavendish & Harvey Barley Sugar Tin 175g,2017-06-08 14:06:13,$3.69
Carmans Golden Oat & Coconut Oat Slice 70g,2017-06-08 14:06:13,$2.49
Olanzapine Sandoz 10mg Tablets 28,2017-06-08 14:06:13,$18.99
Qvar 100 Autohaler 200 dose,2017-06-08 14:06:13,$32.69
Rythmodan 100mg Capsules 100,2017-06-08 14:06:13,$24.39
Lexapro 20mg Tablets 56 (2 x 28) (Authority Script),2017-06-08 14:06:13,$34.81
Actos 45mg Tablets 28,2017-06-08 14:06:13,$24.39
Viagra 100mg Tablets 48 (4 x 12),2017-06-08 14:06:13,$110.96
Momex SR 30mg Tablets 60,2017-06-08 14:06:13,$48.99
Stalevo 100/25/200mg Tablets 200,2017-06-08 14:06:13,$37.80
Novasone 0.1% Lotion 30mL,2017-06-08 14:06:13,$10.50
Diphereline 11.25mg Set,2017-06-08 14:06:13,$37.80
Ocuflox Eye Drops 5mL,2017-06-08 14:06:13,$17.39
Nizoral 200mg Tablets 10 (A),2017-06-08 14:06:13,$15.39
Betaloc 100mg Tablets 60,2017-06-08 14:06:13,$10.50
Maxalt 10mg Wafer 4 (2 x 2),2017-06-08 14:06:13,$18.00
Calcitriol Sandoz 0.25mcg Capsule 100,2017-06-08 14:06:13,$20.69
Natrilix 2.5mg Tablets 90,2017-06-08 14:06:13,$15.99
Somac 20mg Tablets 30,2017-06-08 14:06:13,$5.99
Bricanyl 500mcg Injection 1mL 5,2017-06-08 14:06:13,$26.69
Aristocort Ointment 0.02% 100g,2017-06-08 14:06:13,$8.75
Colifoam Rectal Foam 21.1g,2017-06-08 14:06:13,$39.38
Amaryl 2mg Tablets 30,2017-06-08 14:06:13,$7.99
Famvir 250mg Tablets 20,2017-06-08 14:06:13,$31.99
Famvir 250mg Tablets 21,2017-06-08 14:06:13,$33.69
Jardiamet 12.5/1000mg Tablets 60,2017-06-08 14:06:13,$60.69
Rosuzet Composite Pack 20/10mg Tablets 30,2017-06-08 14:06:13,$37.80
Inspra 50mg Tablets 30,2017-06-08 14:06:13,$37.80
Tramal 100mg/2mL Injection 5,2017-06-08 14:06:13,$7.39
Exelon 6mg Capsules 56,2017-06-08 14:06:13,$37.80
Ranitidine Sandoz 300mg Tablets 30,2017-06-08 14:06:13,$7.50
Engerix B Adult Injection Pre Filled Syringe 1,2017-06-08 14:06:13,$22.99
Abilify 15mg Tablets 30,2017-06-08 14:06:13,$37.80
Flagyl S Suspension 100mL,2017-06-08 14:06:13,$14.99
Femoston Continuous 1/5 Tablets 28,2017-06-08 14:06:13,$15.39
Tramal SR 150mg Tablets 20,2017-06-08 14:06:13,$12.99
Durotram XR 200mg Tablets 10,2017-06-08 14:06:13,$9.99
Fucidin Ointment 15g,2017-06-08 14:06:13,$15.99
Hydroxo B12 Ampoule 1mg/1ml 3 (Prescription Only),2017-06-08 14:06:13,$7.99
Aranesp 80mcg/0.4mL Sure Click Injection Pen 1,2017-06-08 14:06:13,$277.99
Oxycontin 20mg Tablets 28,2017-06-08 14:06:13,$28.39
Lyrica 75mg Capsules 56,2017-06-08 14:06:13,$37.80
Citalopram Sandoz 20mg Tablets 56 (2 x 28) (Authority Script),2017-06-08 14:06:13,$10.60
Felodil XR 5mg Tablets 30,2017-06-08 14:06:13,$7.99
Stilnox CR 6.25mg Tablets 14,2017-06-08 14:06:13,$16.99
Zofran Zydis Wafers 4mg 10 (A),2017-06-08 14:06:13,$18.99
Inza 500mg Tablets 50,2017-06-08 14:06:13,$8.99
Lipitor 40mg Tablets 30,2017-06-08 14:06:13,$6.99
Imodium 2mg Capsules 120 (10 x 12) Authority Script,2017-06-08 14:06:13,$28.20
Dothep 75mg Tablets 90 (3 x 30) Authority Script,2017-06-08 14:06:13,$5.30
Genoptic 0.3% Eye Drops 5mL,2017-06-08 14:06:13,$14.69
Zomig 2.5mg Tablets 2,2017-06-08 14:06:13,$11.50
Prinivil 20mg Tablets 60 (2 x 30) Authority Script,2017-06-08 14:06:13,$24.78
Caduet 10/80mg Tablets 30,2017-06-08 14:06:13,$10.69
Cymbalta 30mg Capsules 28,2017-06-08 14:06:13,$11.50
Lycinate 600mcg 100 Tablets,2017-06-08 14:06:13,$11.39
VAQTA  50U/mL Adult syringe 1mL,2017-06-08 14:06:13,$43.39
Kalixocin 250mg Tablets 14,2017-06-08 14:06:13,$7.39
Adalat OROS 60mg Tablets 30,2017-06-08 14:06:13,$16.99
Combigan Eye Drops 5ml,2017-06-08 14:06:13,$21.99
Exforge HCT 160/25/5mg Tablets 28,2017-06-08 14:06:13,$20.50
Flufeme Sandoz 150mg Capsule 1,2017-06-08 14:06:13,$10.99
Omeprazole Sandoz 20mg Tablet 60 (2 x 30) Authority Script,2017-06-08 14:06:13,$5.30
Kripton 5mg Capsules 60,2017-06-08 14:06:13,$41.39
Atorvastatin Sandoz 40mg Tablets 30,2017-06-08 14:06:13,$5.99
Lexapro 20mg Tablets 28,2017-06-08 14:06:13,$15.50
Capadex Capsules 20,2017-06-08 14:06:13,$11.39
Irbesartan Sandoz 150mg Tablet 30,2017-06-08 14:06:13,$5.30
Carvedilol Sandoz 12.5mg Tablets 60,2017-06-08 14:06:13,$11.39
EES 400mg Tablets 50 (2 x 25) (Authority Script),2017-06-08 14:06:13,$21.98
Lipidil 48mg Tablets 60,2017-06-08 14:06:13,$24.99
Symbicort 200/6mcg Turbuhaler 120 Doses,2017-06-08 14:06:13,$37.80
Keflex 500mg Capsules 20,2017-06-08 14:06:13,$9.99
Burinex 1mg Tablets 100,2017-06-08 14:06:13,$34.69
Temodal Sachet 140mg Capsules 15 (3 x 5),2017-06-08 14:06:13,$37.80
Digesic Tablets 20,2017-06-08 14:06:13,$17.50
Myfortic 360mg Tablets 120,2017-06-08 14:06:13,$37.80
Lariam 250mg  Tablets 8,2017-06-08 14:06:13,$39.99
Dilatrend  3.125mg Tablets 60 (a),2017-06-08 14:06:13,$7.39
Telmisartan Sandoz 40mg Tablets 28,2017-06-08 14:06:13,$5.30
Predmix Oral Liquid 5mg/ml 30ml,2017-06-08 14:06:13,$10.99
Cialis 10mg Tablets 12 (3 x 4),2017-06-08 14:06:13,$291.00
Mirena IUD,2017-06-08 14:06:13,$37.80
Efexor  XR 37.5mg Capsules 28,2017-06-08 14:06:13,$11.99
Riamet 20mg/120mg Dispersible Tablets 18,2017-06-08 14:06:13,$94.39
Keppra Tablets 1000mg 60 SPX Authority,2017-06-08 14:06:13,$37.80
Irbesartan HCTZ Ranbaxy 150mg/12.5mg Tablets 30,2017-06-08 14:06:13,$11.99
Betnovate 0.1% Cream 30g,2017-06-08 14:06:13,$18.39
Visanne 2mg Tablets 2x14,2017-06-08 14:06:13,$71.39
Minipress 5mg Tablets 100,2017-06-08 14:06:13,$13.99
Mydriacyl Eye Drops 1% 15mL,2017-06-08 14:06:13,$31.99
Zolacos CP 10.8mg Implant/50 Tablets 84,2017-06-08 14:06:13,$37.80
Flixotide 500mcg Accuhaler 60 doses,2017-06-08 14:06:13,$37.80
Sigmacort 1% Ointment 30g (S3),2017-06-08 14:06:13,$9.69
Panadol Osteo Caplets 384 (4 x 96) Prescription ONLY,2017-06-08 14:06:13,Free
APO Prazosin 5mg Tablets 100,2017-06-08 14:06:13,$14.99
Diovan 80mg Tablets 28,2017-06-08 14:06:13,$13.50
Neocate Gold 3200g (8 x 400g) (Prescription Only),2017-06-08 14:06:13,$37.80
Arimidex 1mg Tablets30,2017-06-08 14:06:13,$32.21
Betoptic Eye Drops 5mL,2017-06-08 14:06:13,$16.69
Captopril Sandoz 50mg Tablets 90,2017-06-08 14:06:13,$14.99
Florinef 0.1mg Tablets 100,2017-06-08 14:06:13,$22.39
Coloxyl & Senna Tablets 180 (2 x 90) (Repat Authority Scripts ONLY),2017-06-08 14:06:13,$5.30
Zumenon 2mg Tablets 56,2017-06-08 14:06:13,$9.99
Eliquis 5mg Tablets 60,2017-06-08 14:06:13,$37.80
Gonal F 300IU Multi-Dose Pen Cartridge 0.5mL,2017-06-08 14:06:13,$37.80
Ondansetron 8mg Tablets 10,2017-06-08 14:06:13,$31.39
Elaxine SR 37.5mg Capsules 28,2017-06-08 14:06:13,$7.39
Colofac 135mg Tablets 90,2017-06-08 14:06:13,$24.99
Crestor 5mg Tablets 30,2017-06-08 14:06:13,$9.99
Nitro-Dur 10mg Patches 30,2017-06-08 14:06:13,$25.99
Cosudex 50mg Tablets 28 (a),2017-06-08 14:06:13,$37.80
Momex SR 10mg Tablets 60,2017-06-08 14:06:13,$21.99
Minitran 15mg Patch 30,2017-06-08 14:06:13,$25.99
Macrodantin 50mg Capsules 30,2017-06-08 14:06:13,$19.99
Seroquel 200mg Tablets 60,2017-06-08 14:06:13,$37.80
Climara 25mcg Patch 4,2017-06-08 14:06:13,$13.69
Span K 600mg Tablets 200,2017-06-08 14:06:13,$12.39
Memanxa 10mg Tablets 56,2017-06-08 14:06:13,$42.99
Arcoxia 30mg Tablets 30,2017-06-08 14:06:13,$43.69
Durogesic 12 Patch 5,2017-06-08 14:06:13,$12.69
Donnatab Tablets 25,2017-06-08 14:06:13,$6.99
Zyloprim 300mg Tablets 60,2017-06-08 14:06:13,$10.50
Esitalo 10mg Tablets 28,2017-06-08 14:06:13,$5.30
Solavert 160mg 60 Tablets,2017-06-08 14:06:13,$11.69
Inspra 25mg Tablets 30,2017-06-08 14:06:13,$37.80
Thioprine 50mg Tablets100,2017-06-08 14:06:13,$32.28
Insulin Mixtard 30/70 Innolet 3mL 5 x 5,2017-06-08 14:06:13,$37.80
Orudis 200mg SR Capsules 28,2017-06-08 14:06:13,$15.39
Salazopyrin 500mg Tablets 200 (2 x 100),2017-06-08 14:06:13,$37.80
Mobic 7.5mg Capsules 30,2017-06-08 14:06:13,$9.99
Avapro 75mg Tablets 30,2017-06-08 14:06:13,$6.99
Irbesartan Ranbaxy 300mg Tablets 30,2017-06-08 14:06:13,$16.99
Aranesp 40mcg/0.4mL Sure Click Pre Filled Injection Pen 1,2017-06-08 14:06:13,$145.69
Isopto Homatropine 2% Eye Drops 15mL,2017-06-08 14:06:13,$15.39
Novasone 0.1% Cream 180g (12 x 15g) Authority Script,2017-06-08 14:06:13,$62.88
Adacel Polio Vaccine 0.5mL Pre Filled Syringe,2017-06-08 14:06:13,$58.39
Eltroxin 75mcg 200 Tablets Bottle,2017-06-08 14:06:13,$24.99
Latanoprost Timolol Sandoz 0.005%/0.5% Eye Drops  2.5mL,2017-06-08 14:06:13,$13.99
Fluanxol 100mg/1mL Concentrated Depot Injection 5,2017-06-08 14:06:13,$37.80
Temodal 250mg Capsules 5 (Authority Script),2017-06-08 14:06:13,$37.80
Alprim 300mg Tablets 7,2017-06-08 14:06:13,$5.30
Keflex Capsules 500mg 120 (6 x 20) Authority Script,2017-06-08 14:06:13,$38.12
Momex SR 60mg Tablets 20,2017-06-08 14:06:13,$28.39
Rabeprazole Sandoz 20mg Tablet 30,2017-06-08 14:06:13,$6.50
Prodeine Forte Tablets 100 (5 x 20) Authority Script,2017-06-08 14:06:13,$5.30
Momex SR 60mg Tablets 28,2017-06-08 14:06:13,$35.39
Loette Tablets 12 x 28,2017-06-08 14:06:13,$129.00
Gonal F 450IU Multi-Dose Pen Cartridge 0.75mL,2017-06-08 14:06:13,$193.69
Tramedo SR 200mg Tablets 60 (3 x 20) (Authority Script),2017-06-08 14:06:13,$5.30
Malarone 250/100mg Tablets 12,2017-06-08 14:06:13,$37.80
Florinef 0.1mg Tablets 200 (2 x 100),2017-06-08 14:06:13,$44.78
Aristocort Ointment 0.02% 200g (2 x 100g),2017-06-08 14:06:13,$17.50
Brintellix Vortioxetine 15mg Tablets 28,2017-06-08 14:06:13,$62.00
Cordilox SR 240mg Tablets 30,2017-06-08 14:06:13,$11.99
Hydroform 1% Cream 30g,2017-06-08 14:06:13,$16.69
Zyprexa Zydis 15mg Wafer 28,2017-06-08 14:06:13,$24.69
Carvedilol Sandoz 6.25mg Tablets 60,2017-06-08 14:06:13,$9.69
Lovan 20mg Capsules 28,2017-06-08 14:06:13,$7.39
Clexane 80mg/0.8mL Injection 10,2017-06-08 14:06:13,$37.80
Tramedo SR 100mg Tablets 20,2017-06-08 14:06:13,$7.39
Caverject Impulse 20mcg Injections 4 (2 x 2),2017-06-08 14:06:13,$86.78
Epipen Adrenaline Adult CSL 2 packs (Authority script),2017-06-08 14:06:13,$37.80
Humira 40mg/0.8mL Injection 2,2017-06-08 14:06:13,"$1,484.99"
Risperdal 1mg/mL Oral Solution 30mL,2017-06-08 14:06:13,$37.39
Cialis 20mg Tablets 40 (5 x 8),2017-06-08 14:06:13,$963.00
Advantan 0.1% Fatty Ointment  30g (2 x 15g) (Authority Script),2017-06-08 14:06:13,$19.98
Poly Tears Eye Drops 15ml,2017-06-08 14:06:13,$5.99
Exforge HCT 320/25/10mg Tablets 28,2017-06-08 14:06:13,$24.99
Redipred Solution 30mL,2017-06-08 14:06:13,$13.50
Pariet 10mg Tablets 28,2017-06-08 14:06:13,$12.99
Fosipril 20mg Tablets 30,2017-06-08 14:06:13,$10.69
Insulin Protaphane Penfill Cartridge 3mL 5 x 5,2017-06-08 14:06:13,$37.80
Refresh Tears Plus 15mL,2017-06-08 14:06:13,$4.39
Tacrolimus Sandoz 0.5mg Capsules 100,2017-06-08 14:06:13,$37.80
Alprax 2mg Tablets 50,2017-06-08 14:06:13,$8.69
Zoladex 10.8g Implant 1,2017-06-08 14:06:13,$37.80
Maxolon 10mg Polyamps Injections  10x2mL,2017-06-08 14:06:13,$9.69
Symbicort Rapihaler 50/3mcg 120 Dose,2017-06-08 14:06:13,$25.39
Caverject Impulse 10mcg Injections 6 (3 x 2),2017-06-08 14:06:13,$98.07
Brintellix Vortioxetine 20mg Tablets 28,2017-06-08 14:06:13,$62.00
Simvastatin RL 40mg Tablets 30,2017-06-08 14:06:13,$24.99
Cyproterone Sandoz 50mg Tablets 100 (2 x 50),2017-06-08 14:06:13,$37.80
Intron A 18M IU Vial 1.2mL 3,2017-06-08 14:06:13,$37.80
Endoxan 50mg Tablets 50,2017-06-08 14:06:13,$74.39
Roximycin 300mg Capsules 5,2017-06-08 14:06:13,$7.39
Estradot 37.5mg Patches 8,2017-06-08 14:06:13,$13.69
Temizole 20mg Capsules 5,2017-06-08 14:06:13,$37.80
Oratane 5mg Capsules 60 (Queensland Scripts ONLY),2017-06-08 14:06:13,$47.39
Neupro 8mg Patch 28,2017-06-08 14:06:13,$260.69
MS Contin 200mg Tablets 28,2017-06-08 14:06:13,$37.80
Concerta 54mg Tablets 30,2017-06-08 14:06:13,$37.80
Atacand 16mg Tablets 30,2017-06-08 14:06:13,$14.50
Ibilex 125mg/5mL Syrup 100mL,2017-06-08 14:06:13,$7.39
Amoxil Paedeatric Drops 100mg/mL 20mL,2017-06-08 14:06:13,$7.99
Voltaren 25mg Tablets 100 (2 x 50),2017-06-08 14:06:13,$10.50
Risperdal Consta 50mg 2ml imi Inj,2017-06-08 14:06:13,$37.80
Vyvanse 30mg Capsules 30,2017-06-08 14:06:13,$37.80
Valpro 500mg Tablets 100,2017-06-08 14:06:13,$15.69
Voxam 100mg Tablets 30,2017-06-08 14:06:13,$11.99
Bergoline 2mg Tablets 30,2017-06-08 14:06:13,$63.99
Tritace 1.25mg Tablets 30,2017-06-08 14:06:13,$5.99
Elocon Lotion 30ml,2017-06-08 14:06:13,$13.50
Mirtazapine Sandoz 15mg Oral Disolving Tablet 30,2017-06-08 14:06:13,$8.99
Diprosone Ointment 30g (2 x 15g) Authority Script,2017-06-08 14:06:13,$10.20
Primoteston 250mg Depot Injection 3 (Queensland Scripts Only),2017-06-08 14:06:13,$27.39
Hydrozole 1% Cream 50g (Prescription Only),2017-06-08 14:06:13,$16.69
Olanzapine Sandoz 7.5mg Tablets 28,2017-06-08 14:06:13,$14.99
Janumet 50/500mg Tablets 56,2017-06-08 14:06:13,$37.80
Nidem 80mg Tablets 100,2017-06-08 14:06:13,$8.99
Zocor 80mg Tablets 30,2017-06-08 14:06:13,$17.99
Co-Diovan 160/12.5mg Tablets 28,2017-06-08 14:06:13,$17.69
Fluoxetine Sandoz 20mg Capsules 84 (3 x 28) Authority Script,2017-06-08 14:06:13,$14.60
Tamiflu 30mg/5mL Suspension 65mL,2017-06-08 14:06:13,$23.39
QVAR 50 Inhaler 200 Dose,2017-06-08 14:06:13,$15.69
Distaph 500mg Capsules 24,2017-06-08 14:06:13,$13.50
Rafen 200mg 100 Tablets (2 x 50),2017-06-08 14:06:13,$3.98
Marevan 3mg Warfarin Tablets 50,2017-06-08 14:06:13,$8.99
Digesic Tablets 100 (5 x 20),2017-06-08 14:06:13,$75.50
Klacid 250mg Tablets 14,2017-06-08 14:06:13,$9.99
Ordine 10mg/mL Liquid 200mL,2017-06-08 14:06:13,$20.39
Xarelto 15mg Tablets 42,2017-06-08 14:06:13,$37.80
Atacand 8mg Tablets 30,2017-06-08 14:06:13,$8.50
Engerix B Paediatric 0.5mL Injection 1,2017-06-08 14:06:13,$14.99
Estraderm MX 100mcg Patch 8,2017-06-08 14:06:13,$15.69
Zostavax Vaccine Vial 1,2017-06-08 14:06:13,$195.00
Diprosone Ointment 15g,2017-06-08 14:06:13,$11.99
Neurontin 100mg Capsules 100,2017-06-08 14:06:13,$11.99
Mirtazon 30mg Tablets 30,2017-06-08 14:06:13,$7.69
Exelon Patch 10 (9.5mg/24hr) 30,2017-06-08 14:06:13,$37.80
DuoDart 500/400mcg Capsules 30,2017-06-08 14:06:13,$29.39
Hydopa 250mg Tablets 100,2017-06-08 14:06:13,$12.50
Rebif 132mcg Pref-Filled Syringe 4,2017-06-08 14:06:13,$37.80
Zopral 15mg Capsules 30,2017-06-08 14:06:13,$7.69
Zydol SR 200mg Tablets 20,2017-06-08 14:06:13,$7.39
Seretide 500/50mcg Accuhaler,2017-06-08 14:06:13,$37.80
Zydol SR 200mg Tablets 100 (5 x 20) Authority Script,2017-06-08 14:06:13,$24.95
Cyclosporin Sandoz 25mg Capsules 30,2017-06-08 14:06:13,$34.69
Paxam 2mg Tablets 200 (2 x 100) (A),2017-06-08 14:06:13,$24.99
Insulin Humulin 30/70 100U 10mL 5,2017-06-08 14:06:13,$37.80
Insulin Protaphane 10mL Vial 5,2017-06-08 14:06:13,$37.80
Actrapid Insulin Penfill 3mLx5 5,2017-06-08 14:06:13,$37.80
Adefin 20mg Tablets 60,2017-06-08 14:06:13,$10.39
Cardol 160mg Tablets 60,2017-06-08 14:06:13,$11.39
Temodal 140MG Capsules 5,2017-06-08 14:06:13,$35.40
Intal 20mg Spincaps 100,2017-06-08 14:06:13,$27.69
Elocon 0.1% Ointment 15g,2017-06-08 14:06:13,$10.50
Fosetic 20mg/12.5mg Tablets 30,2017-06-08 14:06:13,$11.99
Actiq 1600mcg Lozenges 30,2017-06-08 14:06:13,$37.80
DUKORAL ORAL CHOLERA VACCINE,2017-06-08 14:06:13,$48.99
Felodil XR 10mg Tablets 30,2017-06-08 14:06:13,$11.99
Durogesic 75mg Matrix Patch 5,2017-06-08 14:06:13,$32.69
Valtrex 1000mg Tablets 4,2017-06-08 14:06:13,$29.99
Insulin Humalog Mix50 100U/mL KwikPen 3mL 5 x 5,2017-06-08 14:06:13,$37.80
Xeloda 150mg Tablets 60,2017-06-08 14:06:13,$100.69
Dilaudid-HP 50mg/5mL Injection Ampoule 5,2017-06-08 14:06:13,$37.80
Physiotens 200mcg Tablet 30,2017-06-08 14:06:13,$15.50
Renitec Plus 20/6mg Tablets 30,2017-06-08 14:06:13,$14.99
Anastrozole Sandoz 1mg Tablets 30,2017-06-08 14:06:13,$19.99
Daivobet Ointment 60g (2 x 30g) Authority Script,2017-06-08 14:06:13,$37.80
Seretide  50/25 Inhaler 120 Dose,2017-06-08 14:06:13,$37.80
Tambocor 100mg Tablets 60,2017-06-08 14:06:13,$33.99
Renitec 10mg Tablets 30,2017-06-08 14:06:13,$12.50
Mestinon Timespan 180mg Tablets 100 (2 x 50),2017-06-08 14:06:13,$37.80
Capoten 25mg Tablets 90,2017-06-08 14:06:13,$15.39
Risperidone Apotex 1mg Tablets 60,2017-06-08 14:06:13,$28.00
Rocaltrol 0.25mg Capsules 100 (a),2017-06-08 14:06:13,$20.99
Keflex 125mg/5mL Suspension 100mL,2017-06-08 14:06:13,$8.99
Tramedo SR 150mg 60 (3 x 20) (Authority Script),2017-06-08 14:06:13,$5.30
Duloxetine Sandoz 60mg Capsules 28,2017-06-08 14:06:13,$10.99
Boostrix Vaccine Adult PFS,2017-06-08 14:06:13,$33.99
Dexmethasone 0.5mg Tablets 30,2017-06-08 14:06:13,$7.39
Seroquel 100mg Tablets 90,2017-06-08 14:06:13,$30.39
Exelon 1.5mg Capsule 56,2017-06-08 14:06:13,$37.80
Invega 3mg 28 Tablets,2017-06-08 14:06:13,$37.80
Aggrastat Tirofiban MSD 50mL,2017-06-08 14:06:13,$36.10
Sical 0.25mcg Capsules 100,2017-06-08 14:06:13,$20.99
Minirin 200mcg Tablets 90 (3 x 30) (Authority Script),2017-06-08 14:06:13,$37.80
Renitec 20mg Tablets 30,2017-06-08 14:06:13,$13.99
Actacode Linctus 100mL,2017-06-08 14:06:13,$7.39
Phenobarb 30mg Tablets 200,2017-06-08 14:06:13,$12.99
Risperidone Apotex 4mg Tablets 60,2017-06-08 14:06:13,$37.80
Androcur 100mg Tablets 50 (a),2017-06-08 14:06:13,$71.69
Serepax 30mg Tablets 25,2017-06-08 14:06:13,$8.99
